soil_moisture_percent,temperature_c,humidity_percent,rainfall_mm,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,wind_speed_m_s,crop_type,crop_yield_ton_per_hectare,ldr_value
55.7,30.3,77.1,903.5,153.5,37.1,57.2,0.5,Maize,4.51,341
52.9,31.0,48.5,816.4,99.9,40.6,54.3,3.87,Cotton,2.46,352
59.5,20.2,58.9,677.7,148.2,47.8,29.2,1.53,Wheat,3.79,581
71.8,31.9,88.8,1569.1,198.5,95.6,165.0,3.99,Sugarcane,9.86,356
53.6,25.9,71.7,662.0,94.6,59.5,65.4,1.88,Wheat,3.76,316
48.2,29.6,50.0,648.0,143.1,35.6,68.5,2.53,Cotton,3.46,671
65.2,31.3,51.7,1260.8,28.7,78.9,53.0,2.54,Soybean,1.91,464
59.1,27.4,44.3,516.4,155.5,35.9,29.4,3.57,Wheat,3.3,596
46.2,27.3,60.0,1117.9,34.9,60.1,57.7,4.15,Groundnut,1.74,809
54.9,25.0,51.7,828.5,105.0,49.1,64.3,1.75,Maize,5.25,746
51.0,27.7,54.1,593.4,34.1,47.8,90.7,1.4,Groundnut,2.41,696
59.7,21.6,50.7,535.7,146.8,32.0,46.8,4.33,Wheat,4.7,588
61.8,17.7,64.7,557.2,127.4,32.2,30.5,2.35,Wheat,4.24,608
47.9,32.4,62.9,557.0,127.2,45.6,85.3,1.59,Cotton,2.58,530
75.1,30.8,70.0,1436.0,140.6,51.9,99.6,1.09,Rice,4.7,463
72.6,23.9,73.2,1474.0,219.1,52.7,109.4,1.68,Rice,5.63,230
65.8,23.7,45.3,353.4,31.9,45.2,64.0,4.3,Groundnut,1.26,701
92.0,28.5,86.9,1627.1,150.7,52.1,109.2,1.06,Rice,5.09,199
43.1,32.3,74.3,501.0,24.5,42.6,57.4,4.29,Groundnut,1.92,263
58.9,15.1,67.3,473.9,110.4,32.2,30.5,4.14,Wheat,3.56,792
51.9,30.8,61.8,1146.1,113.2,43.6,60.2,9.28,Cotton,2.19,617
61.7,18.0,72.3,633.5,109.3,42.7,49.2,5.03,Wheat,4.54,356
47.1,25.7,59.0,929.4,34.6,62.4,63.7,3.75,Groundnut,1.62,320
59.6,23.4,64.4,1185.3,184.2,50.6,54.6,4.08,Maize,4.15,357
56.3,22.1,73.1,951.0,130.1,36.5,54.3,3.89,Wheat,3.77,303
36.7,27.3,55.4,760.5,78.6,34.5,84.6,4.47,Cotton,2.13,499
45.1,28.2,50.7,710.3,40.4,53.6,93.8,0.84,Groundnut,2.23,403
49.0,19.1,63.6,603.6,172.1,37.0,37.7,5.3,Wheat,5.07,422
47.6,34.5,41.5,447.3,110.3,32.4,54.7,2.86,Cotton,2.37,736
45.4,36.8,43.0,364.9,64.5,41.7,29.2,1.63,Jowar,1.69,788
58.9,15.2,55.8,86.3,25.8,30.8,41.3,1.1,Chickpea,1.13,369
42.9,19.3,53.8,597.5,118.7,55.7,36.7,3.99,Wheat,4.86,623
80.6,25.4,76.4,1587.5,161.1,70.8,51.0,0.5,Rice,5.01,180
92.0,23.3,83.8,1848.3,182.9,63.0,109.6,3.56,Rice,4.88,98
47.1,29.1,72.5,948.2,44.9,61.5,55.0,1.34,Soybean,2.14,386
73.7,23.7,87.2,693.4,161.4,61.8,92.0,1.67,Rice,4.51,252
58.5,24.0,60.6,506.6,144.9,63.0,45.3,2.96,Wheat,4.79,689
65.1,19.7,70.9,646.3,132.6,41.4,58.5,0.5,Wheat,5.3,592
37.4,32.9,58.0,1013.7,106.9,37.3,100.6,3.99,Cotton,2.92,493
43.4,22.2,67.1,430.1,75.5,21.7,27.9,1.36,Jowar,1.43,444
75.2,26.6,94.3,1739.7,162.9,64.9,79.8,1.28,Rice,5.14,480
37.3,31.5,33.1,348.6,63.8,29.4,38.0,2.24,Bajra,2.2,1023
66.6,28.0,64.8,931.0,178.6,60.6,63.7,0.5,Maize,5.67,555
25.9,25.4,56.7,491.0,59.7,32.5,37.8,2.91,Jowar,1.89,591
62.5,20.2,62.0,726.8,124.2,50.6,40.2,4.55,Wheat,4.25,698
87.9,26.3,74.3,1512.0,162.3,58.3,87.6,1.39,Rice,4.75,574
31.3,33.6,53.4,190.3,75.4,31.2,47.2,3.03,Jowar,1.68,594
43.5,33.0,44.6,458.2,65.4,17.2,36.3,6.49,Jowar,1.74,980
91.4,31.7,70.7,2500.0,250.0,75.2,173.9,4.12,Sugarcane,8.05,247
46.3,14.1,55.2,430.7,38.4,52.6,38.9,6.24,Chickpea,1.83,800
32.2,30.3,72.8,516.5,58.4,29.2,26.9,4.92,Bajra,1.78,408
76.2,24.3,61.5,598.8,138.0,49.6,58.5,2.44,Maize,4.18,575
46.1,18.7,61.3,453.6,145.1,60.7,38.5,3.0,Wheat,4.99,515
82.5,33.0,88.4,807.1,193.8,53.7,78.6,4.56,Rice,3.73,339
57.7,22.0,72.7,842.6,44.3,55.2,54.6,4.28,Soybean,1.97,601
56.4,14.2,57.2,644.9,163.1,58.4,48.7,2.31,Wheat,4.32,455
56.6,16.4,64.5,475.5,105.7,44.4,24.1,2.32,Wheat,4.45,511
55.6,21.5,56.6,626.3,113.6,43.2,42.3,2.46,Wheat,4.59,682
46.4,20.6,47.9,502.2,32.6,37.7,36.3,4.18,Chickpea,1.89,606
36.2,21.0,59.5,451.3,32.5,32.8,33.2,4.04,Chickpea,1.89,909
56.8,31.1,77.8,570.0,82.4,44.1,59.1,2.32,Cotton,2.82,218
66.5,16.8,72.9,1183.3,174.7,51.5,53.9,3.42,Maize,4.03,790
69.0,30.8,57.5,887.3,26.0,27.9,55.0,4.66,Soybean,2.15,458
89.1,26.0,93.5,1543.4,197.1,67.1,63.9,6.72,Rice,5.18,378
72.6,28.7,83.8,676.8,158.1,59.8,61.5,7.82,Wheat,3.85,630
43.0,17.4,51.5,568.1,126.4,44.0,37.4,4.61,Wheat,3.87,725
71.0,27.9,66.6,1936.4,171.8,39.7,104.7,2.51,Rice,5.74,143
53.8,15.0,59.8,730.5,137.4,47.8,54.2,3.64,Wheat,4.0,510
68.3,32.8,72.6,1682.0,145.5,54.6,73.7,3.36,Rice,4.99,356
69.3,18.9,76.7,1546.0,187.0,58.4,102.1,1.21,Rice,4.38,419
75.4,28.6,83.2,1688.5,195.4,50.6,104.4,2.57,Rice,6.29,426
82.5,24.7,84.6,1653.3,188.1,64.5,89.4,5.19,Rice,5.1,442
67.8,23.1,42.6,920.9,111.2,31.4,49.7,1.49,Maize,5.68,892
45.4,24.5,76.5,821.5,25.3,56.4,64.2,2.3,Groundnut,2.03,274
82.9,29.7,64.1,1605.4,250.0,85.8,208.8,1.44,Sugarcane,11.3,569
45.4,28.5,73.8,1271.8,35.1,61.4,47.9,1.84,Groundnut,1.49,118
64.6,20.9,71.1,1190.4,165.6,57.0,63.0,1.32,Maize,5.03,438
46.7,29.3,58.0,505.5,35.8,39.5,70.0,3.15,Groundnut,2.07,439
74.2,25.1,75.4,1822.0,164.9,51.1,112.1,4.11,Rice,5.26,38
57.0,31.8,49.3,662.6,137.6,26.6,98.8,2.19,Cotton,3.07,789
47.9,34.1,50.7,571.1,100.8,50.4,87.8,5.58,Cotton,2.9,645
71.3,34.2,85.4,1299.2,144.5,50.8,67.9,1.97,Rice,5.28,453
49.4,28.7,62.0,649.2,33.0,54.3,77.0,2.26,Groundnut,2.28,311
70.5,26.0,60.0,577.7,44.3,53.6,66.2,4.94,Soybean,1.99,392
69.0,23.9,72.1,1168.7,104.9,51.1,38.2,6.02,Maize,4.94,395
45.1,29.4,60.3,980.7,110.1,29.8,76.5,3.47,Cotton,3.31,423
76.6,28.9,83.7,1150.3,198.4,74.7,102.3,2.06,Rice,4.81,340
59.3,13.5,51.8,315.8,142.4,63.9,61.6,4.26,Wheat,2.9,575
59.5,16.9,41.9,439.8,148.0,73.2,45.9,3.4,Wheat,4.69,672
82.7,30.2,75.3,1642.7,211.3,93.7,175.3,1.08,Sugarcane,10.85,156
38.2,30.6,58.4,494.9,108.9,58.0,85.7,3.8,Cotton,2.92,798
90.4,23.2,80.7,1700.0,142.7,52.6,109.1,3.22,Rice,5.2,240
38.4,24.4,63.8,355.8,24.4,69.4,81.2,0.5,Groundnut,1.85,396
62.6,28.0,69.0,749.9,44.3,40.6,56.9,6.2,Soybean,2.06,591
73.8,23.4,66.5,633.2,147.5,57.2,46.1,1.88,Maize,4.8,595
79.9,32.3,71.7,1448.9,208.4,100.0,157.0,1.97,Sugarcane,10.66,412
44.4,16.7,45.7,141.2,34.5,52.0,32.6,2.64,Chickpea,1.66,766
59.3,30.3,57.2,768.9,30.9,46.1,59.7,3.63,Groundnut,1.89,515
47.7,29.8,70.5,576.3,67.8,31.4,36.5,4.08,Jowar,2.0,477
74.0,29.2,88.4,1519.5,164.3,61.8,97.8,1.88,Rice,5.72,0
82.8,25.9,67.2,2359.3,236.0,63.0,202.8,0.81,Sugarcane,8.95,68
47.7,28.7,74.2,735.8,26.3,67.7,64.8,2.99,Groundnut,2.13,259
40.8,22.6,46.0,493.9,29.0,44.3,20.7,5.24,Chickpea,1.74,735
69.1,15.0,75.0,584.4,156.6,30.1,42.6,5.51,Wheat,3.78,649
68.4,25.6,65.3,422.2,132.1,57.1,56.3,3.38,Maize,4.69,532
68.3,13.8,61.6,869.0,145.5,34.3,56.5,1.32,Wheat,2.54,488
60.6,29.3,79.8,717.9,39.0,63.5,68.9,3.2,Soybean,2.21,581
55.8,20.7,60.7,840.5,115.8,53.4,42.1,2.43,Wheat,4.15,484
49.2,28.3,59.7,619.1,119.8,46.6,91.3,3.46,Cotton,3.04,676
64.4,27.3,85.3,1880.3,153.8,64.9,116.9,5.02,Rice,5.09,310
62.2,18.5,65.1,487.9,128.6,59.0,53.4,5.55,Wheat,4.55,346
31.3,30.6,48.9,366.3,64.4,38.1,42.1,4.04,Bajra,2.3,734
56.3,21.0,71.1,948.4,159.1,39.3,20.5,2.96,Wheat,3.83,477
41.0,33.2,50.1,840.0,111.7,36.8,70.0,6.42,Cotton,2.51,444
63.4,18.2,52.7,464.4,171.9,46.1,48.5,0.5,Wheat,4.48,488
60.3,31.5,59.5,794.6,154.5,38.5,42.3,5.02,Maize,4.97,359
62.5,33.1,60.0,833.6,29.6,49.1,69.7,3.86,Groundnut,1.48,757
80.6,25.3,81.6,2395.3,101.7,53.8,70.0,0.5,Rice,4.67,543
55.1,17.4,57.0,809.1,136.7,57.8,47.7,5.72,Wheat,4.41,681
50.6,16.4,75.5,524.0,179.6,40.0,53.8,3.33,Wheat,4.59,706
62.3,26.5,71.4,978.2,35.5,69.9,60.2,2.18,Soybean,2.53,231
76.1,20.7,84.1,1757.3,239.3,67.4,88.8,4.63,Rice,4.28,479
50.6,21.0,47.6,431.3,25.5,54.2,20.0,3.08,Chickpea,1.49,991
63.7,25.4,59.9,677.0,181.1,32.2,54.7,3.31,Maize,5.29,816
61.2,26.9,71.1,871.7,40.8,67.6,63.6,3.09,Soybean,2.27,310
73.5,27.7,67.2,1336.2,159.3,51.4,98.0,1.17,Rice,6.41,594
77.3,27.4,75.5,1370.0,128.7,48.1,94.3,4.3,Rice,6.11,343
45.7,23.1,64.8,783.0,38.7,75.4,50.2,0.66,Groundnut,2.06,681
52.8,20.5,75.4,1093.8,155.0,33.4,54.6,5.9,Maize,3.95,296
75.9,30.0,70.9,1223.3,225.5,84.5,180.5,5.49,Sugarcane,8.68,414
40.9,14.9,57.8,576.2,35.9,49.8,38.6,1.41,Chickpea,1.35,508
58.7,27.0,60.2,726.8,135.8,36.8,57.9,6.02,Maize,5.16,632
91.5,30.2,76.5,1531.8,247.0,96.3,229.0,0.64,Sugarcane,7.83,320
76.8,31.1,77.6,1629.2,171.5,59.4,105.3,2.55,Rice,6.2,489
61.5,33.4,62.0,364.8,36.1,61.2,54.8,1.95,Groundnut,1.21,717
58.8,21.2,72.5,968.8,92.8,53.0,37.9,3.16,Wheat,3.88,496
60.0,26.2,73.2,1027.6,48.4,58.8,80.7,4.29,Soybean,2.48,414
53.5,27.7,59.0,301.6,56.7,71.4,58.4,2.75,Soybean,1.89,574
52.6,26.9,55.1,694.9,30.8,63.6,56.4,6.89,Groundnut,2.18,602
43.4,25.0,57.3,665.1,46.8,40.0,54.3,5.86,Soybean,2.13,704
81.5,31.5,86.5,1566.6,136.4,56.6,99.2,3.2,Rice,4.77,287
54.2,16.5,42.1,118.9,20.0,52.3,38.1,3.66,Chickpea,1.7,801
52.7,27.4,54.9,568.3,155.8,38.0,72.4,3.61,Maize,5.38,613
44.7,32.9,45.6,1366.5,83.2,43.3,71.2,4.28,Cotton,2.37,579
52.1,24.5,59.9,754.5,37.7,76.4,62.1,4.75,Groundnut,2.01,455
79.1,32.1,72.1,1344.8,138.1,73.2,79.9,0.5,Rice,5.28,99
29.4,30.3,51.1,524.7,72.5,37.1,43.8,3.46,Jowar,2.38,740
62.0,25.3,71.3,723.7,72.1,48.9,55.2,5.96,Maize,5.69,558
52.8,25.9,60.8,612.7,143.7,35.0,62.9,2.13,Maize,4.95,418
60.7,28.9,74.2,815.6,41.9,64.0,63.8,3.86,Soybean,2.16,733
68.1,15.4,56.9,790.1,139.0,58.3,40.6,6.21,Wheat,3.68,396
54.5,24.0,88.8,1216.1,28.5,57.9,52.4,5.95,Soybean,1.93,442
60.7,33.2,59.4,418.2,102.5,24.8,59.5,2.97,Cotton,2.36,642
33.8,34.0,42.8,206.9,45.3,30.1,42.5,3.59,Bajra,1.54,792
52.1,24.9,69.7,1266.6,33.1,55.3,60.9,2.4,Soybean,1.98,592
41.7,20.8,41.5,617.8,26.8,43.4,44.0,6.62,Chickpea,1.49,851
72.6,27.3,71.1,1034.9,142.4,24.8,54.3,3.26,Maize,4.92,438
92.0,22.2,73.5,809.4,211.8,78.5,104.1,3.69,Rice,3.71,281
59.7,26.9,71.5,1103.5,165.9,36.0,57.6,0.73,Maize,6.68,234
69.0,30.6,76.5,769.1,43.7,57.6,51.1,5.8,Soybean,2.02,456
45.6,32.3,55.2,757.7,32.2,56.2,73.6,2.98,Groundnut,1.97,837
42.7,30.5,48.9,899.1,61.0,24.7,43.7,3.96,Bajra,1.56,759
43.2,27.7,59.1,462.3,49.9,29.8,35.0,8.04,Jowar,2.13,595
49.2,32.0,60.6,790.2,33.9,66.4,68.7,1.72,Groundnut,1.92,598
30.3,30.0,39.4,664.5,69.0,29.9,31.2,2.94,Bajra,1.76,823
50.1,32.1,51.3,391.5,69.3,45.6,37.4,3.55,Jowar,2.03,932
83.4,20.7,75.1,1087.3,145.6,41.8,86.8,3.09,Rice,3.59,280
46.8,30.2,34.4,370.9,75.2,34.7,42.2,3.35,Bajra,2.04,890
54.9,32.9,59.9,725.1,36.4,54.2,90.0,4.08,Groundnut,2.0,604
67.1,26.1,48.2,369.9,131.9,28.5,34.8,4.27,Wheat,3.55,573
31.4,21.9,32.2,316.9,87.8,38.4,48.7,4.97,Jowar,1.51,638
33.9,18.9,47.9,307.5,35.2,45.7,34.2,5.41,Chickpea,1.64,896
48.0,29.7,57.9,763.4,40.7,54.9,83.2,4.75,Groundnut,2.38,623
80.9,23.6,79.9,1447.4,135.0,42.9,81.2,3.06,Rice,5.48,290
55.6,36.8,54.9,823.5,160.8,35.7,76.4,4.28,Cotton,2.04,603
22.6,33.5,45.5,35.2,60.7,21.0,38.4,1.43,Bajra,1.52,896
51.3,20.3,42.3,711.8,137.2,44.9,56.3,5.86,Wheat,4.68,707
72.0,30.3,77.1,1843.4,209.7,59.2,70.7,3.51,Rice,4.26,546
52.6,19.5,58.0,654.6,138.6,60.7,39.3,0.79,Wheat,5.04,545
57.1,16.9,64.0,660.6,181.6,33.9,39.1,4.48,Wheat,3.88,416
36.3,30.2,48.8,611.0,84.7,25.4,45.2,1.78,Cotton,2.21,641
71.8,28.3,84.0,958.2,50.0,71.8,43.3,6.63,Soybean,1.94,204
55.2,24.3,67.4,1106.2,153.2,41.3,61.0,3.02,Maize,5.4,400
80.1,31.2,77.6,1455.2,165.9,44.4,96.1,2.88,Rice,5.69,526
56.3,25.4,73.4,850.6,32.6,64.7,70.1,2.78,Soybean,2.51,704
39.2,35.7,64.4,196.1,66.0,34.6,37.1,0.5,Bajra,1.62,691
52.4,15.5,58.8,635.4,139.7,60.0,68.3,2.87,Wheat,4.21,612
42.0,26.6,52.8,455.7,52.0,31.5,42.9,4.21,Bajra,1.58,508
73.5,20.6,63.5,854.5,137.6,45.6,46.5,3.11,Wheat,3.15,362
24.1,30.1,53.9,152.8,66.0,30.5,44.1,1.9,Bajra,1.72,733
61.9,23.9,59.1,1002.7,78.4,44.1,78.8,1.99,Cotton,1.73,558
53.5,19.6,51.9,633.9,20.0,39.8,29.6,2.51,Chickpea,1.44,544
56.2,19.6,50.0,383.5,183.1,60.4,31.0,2.91,Wheat,4.24,608
71.0,23.6,83.3,1929.7,135.0,38.9,58.9,6.33,Rice,5.06,492
52.8,17.2,58.8,462.6,126.6,56.3,37.3,3.11,Wheat,4.14,756
50.7,25.8,52.6,1067.5,94.2,49.4,79.5,2.9,Cotton,2.37,583
36.8,32.0,58.8,655.6,51.5,36.4,33.0,2.06,Bajra,1.96,614
37.7,28.7,46.6,644.6,34.4,67.9,64.9,4.56,Groundnut,2.36,868
75.3,29.0,83.8,1127.8,173.9,65.6,79.0,4.97,Rice,5.0,387
39.7,20.9,54.0,274.5,27.1,60.3,45.4,2.35,Chickpea,1.52,698
70.5,26.1,79.6,1756.4,131.7,53.2,90.3,4.41,Rice,5.83,48
88.3,26.1,69.5,881.7,119.9,62.2,86.7,1.78,Rice,4.74,205
53.3,30.8,64.1,519.4,57.3,53.1,48.9,1.83,Soybean,2.01,259
87.7,28.6,91.5,2408.7,107.9,66.4,95.8,2.12,Rice,3.22,0
37.5,33.7,65.8,607.1,61.0,29.2,42.6,4.4,Jowar,1.89,528
75.8,29.9,84.6,1131.5,143.3,26.8,101.6,2.88,Rice,5.11,376
84.5,30.8,76.2,1944.1,146.3,59.3,110.2,4.01,Rice,3.81,158
62.6,26.6,89.0,1125.6,123.5,44.6,44.8,0.5,Maize,4.97,365
53.4,27.1,59.1,1149.9,75.9,43.3,73.1,3.84,Cotton,2.71,582
77.5,30.8,68.9,1977.2,167.9,86.6,180.9,1.97,Sugarcane,11.74,326
44.3,28.7,54.7,633.5,55.9,36.9,60.5,3.46,Jowar,2.07,385
34.6,26.7,47.4,498.5,76.8,43.3,47.1,3.35,Jowar,1.94,905
51.2,22.8,62.4,809.0,137.4,43.8,32.5,3.62,Wheat,3.87,744
43.5,23.8,65.1,510.7,37.6,51.1,35.9,2.8,Chickpea,1.44,459
32.9,28.4,41.4,692.5,64.6,24.5,34.6,4.51,Jowar,1.93,1002
83.2,39.2,85.8,1676.3,191.4,56.1,78.1,6.19,Rice,4.42,268
29.3,24.8,54.0,542.5,132.3,38.6,93.4,2.4,Cotton,2.1,507
54.3,24.0,54.2,519.1,140.9,47.1,55.8,4.96,Wheat,3.89,567
32.0,31.5,55.9,354.0,61.7,20.8,39.8,3.97,Jowar,1.97,350
34.1,27.5,41.6,493.1,84.4,19.0,39.2,1.13,Jowar,2.42,667
46.6,30.0,53.4,1012.2,68.1,33.5,35.1,4.09,Jowar,1.71,328
77.0,27.6,86.8,1041.2,122.7,33.3,61.9,1.87,Rice,5.06,496
54.0,23.8,65.6,649.3,118.8,53.9,39.8,4.29,Wheat,4.08,576
44.2,18.7,55.2,559.0,31.2,38.7,38.9,3.19,Chickpea,1.83,403
54.9,23.2,60.3,774.1,97.0,48.9,61.5,1.96,Maize,5.65,641
36.8,27.0,43.1,1019.2,123.3,38.0,71.5,7.41,Cotton,2.83,386
53.8,32.8,58.2,809.1,133.1,44.2,36.7,3.61,Maize,4.32,588
53.4,22.5,61.1,790.7,159.8,51.4,54.2,4.88,Maize,5.8,618
50.0,13.8,46.2,387.6,137.0,40.4,45.9,4.7,Wheat,3.59,713
71.7,24.5,51.6,1066.5,158.1,52.6,55.7,3.67,Maize,5.23,408
52.1,27.9,51.6,607.5,37.4,90.5,49.3,2.9,Soybean,1.99,622
75.5,24.6,74.8,362.2,191.1,63.4,76.6,3.81,Rice,3.85,463
80.0,24.6,57.1,1211.4,127.0,64.0,41.7,1.49,Wheat,2.3,530
62.6,27.0,60.9,307.7,125.9,50.1,54.2,5.31,Wheat,2.89,836
64.2,20.7,57.1,859.6,144.1,43.6,54.4,2.79,Wheat,3.93,828
77.8,26.7,75.9,2268.8,141.4,60.8,107.7,3.05,Rice,4.86,507
54.7,24.1,69.1,390.6,160.7,65.0,56.0,3.25,Wheat,4.22,434
62.4,20.2,63.7,665.7,89.5,64.0,54.2,4.3,Wheat,4.49,423
51.6,18.9,50.8,392.5,135.9,60.9,46.4,3.14,Wheat,3.71,673
64.5,25.4,71.6,981.6,36.7,51.6,91.2,1.68,Groundnut,1.82,505
80.5,27.0,78.6,1291.9,119.7,45.1,90.8,4.49,Rice,5.2,29
34.4,30.3,50.2,432.2,44.2,27.1,44.0,5.74,Bajra,2.01,574
55.3,15.6,65.4,564.7,39.0,42.6,49.0,2.92,Wheat,3.99,816
38.4,30.2,51.7,449.7,59.5,25.9,33.0,4.06,Bajra,2.13,464
55.8,24.8,67.0,915.8,136.3,37.5,40.1,2.0,Wheat,3.9,367
59.1,21.8,69.9,642.5,64.7,43.0,58.5,4.07,Soybean,2.15,384
59.2,31.7,50.8,634.4,90.5,33.1,74.9,6.06,Cotton,2.71,717
54.1,25.8,61.0,760.2,105.0,37.6,53.5,3.45,Maize,5.57,538
69.2,27.8,67.6,818.9,130.5,36.7,60.6,4.72,Maize,5.71,439
80.6,33.3,73.2,1251.1,140.8,70.3,82.7,1.85,Rice,4.97,157
55.5,30.9,70.1,910.3,38.2,53.1,58.3,3.23,Groundnut,1.73,552
69.5,22.2,83.3,895.1,170.3,49.0,77.7,5.37,Rice,4.33,361
54.8,14.7,51.6,741.8,152.5,63.7,43.0,4.26,Wheat,3.98,519
40.6,13.0,58.8,466.7,20.5,47.9,33.4,3.7,Chickpea,1.53,606
57.4,23.6,61.2,817.3,144.9,51.9,36.1,2.36,Wheat,3.68,661
70.4,27.1,71.0,1619.5,147.3,47.6,116.2,3.58,Rice,7.04,135
50.8,25.6,71.9,911.4,34.5,76.0,41.7,1.8,Soybean,1.82,203
53.1,23.7,61.5,730.0,38.8,47.5,48.4,2.66,Groundnut,2.11,389
55.3,28.5,46.5,534.1,133.3,47.9,52.0,2.49,Maize,5.15,548
40.4,35.8,55.2,452.4,54.0,35.3,49.0,4.71,Bajra,1.93,158
48.7,34.5,66.5,693.8,77.9,29.1,50.0,1.91,Bajra,1.73,420
70.1,23.4,66.2,600.8,48.8,79.1,70.0,4.02,Soybean,1.81,700
56.7,21.9,38.3,328.3,167.9,41.3,51.0,3.51,Maize,3.92,707
73.6,26.9,57.7,674.0,182.8,50.5,68.2,5.03,Maize,5.63,742
64.8,24.6,66.0,527.3,61.6,63.5,44.1,4.89,Soybean,1.9,92
42.7,26.8,65.5,670.1,31.8,64.0,67.1,2.21,Groundnut,2.27,506
55.9,19.2,60.5,355.0,137.3,64.4,52.3,1.67,Wheat,3.89,818
55.5,30.3,51.9,1012.0,99.5,49.0,48.5,3.54,Cotton,2.85,830
60.3,29.7,53.1,948.3,159.2,47.3,42.9,2.86,Maize,5.25,508
52.0,21.7,48.2,604.8,31.7,47.5,35.9,8.87,Chickpea,1.53,535
77.2,28.2,78.4,1696.5,177.8,63.8,74.0,3.33,Rice,5.72,364
54.7,21.3,61.6,327.2,24.0,30.1,35.2,3.59,Chickpea,1.57,408
64.1,19.3,59.8,984.3,128.7,40.2,39.7,3.04,Wheat,3.57,472
43.0,17.4,41.0,339.9,28.6,51.4,31.8,2.84,Chickpea,1.61,481
49.1,34.8,40.5,1298.6,141.3,45.7,87.5,1.72,Cotton,2.09,650
67.3,31.8,84.4,1488.0,151.0,41.7,66.5,2.55,Rice,5.2,288
57.9,16.2,64.2,850.7,146.7,57.6,45.0,3.55,Wheat,4.36,764
82.2,24.4,77.2,1095.3,139.6,54.8,53.9,4.14,Maize,4.92,436
82.5,26.8,84.2,1644.0,250.0,101.7,143.3,4.21,Sugarcane,10.96,171
55.5,31.0,66.3,601.7,54.0,58.2,45.9,4.61,Soybean,1.71,512
39.2,30.8,44.8,834.9,64.9,32.6,42.9,4.85,Bajra,1.62,460
77.6,26.2,83.3,1468.4,198.1,46.8,112.7,2.35,Rice,5.72,302
51.1,21.7,69.5,882.1,145.2,28.5,59.4,2.41,Maize,5.14,432
87.1,29.3,81.6,1340.2,159.9,61.7,104.0,2.01,Rice,5.32,387
76.7,29.0,90.7,993.0,132.3,67.6,80.0,3.01,Rice,5.35,444
62.3,21.4,63.7,759.3,124.9,49.4,33.7,0.99,Maize,4.79,216
55.0,16.0,75.3,567.4,130.8,50.8,41.6,3.95,Wheat,3.95,511
62.0,21.6,56.8,967.9,149.7,51.2,40.1,0.5,Maize,4.77,668
38.7,32.6,49.2,600.8,118.0,47.5,75.8,2.07,Cotton,2.64,470
43.8,19.2,55.6,298.7,31.7,52.9,39.0,3.35,Chickpea,2.23,941
48.3,32.7,41.2,766.6,135.6,32.3,49.6,1.5,Cotton,3.1,582
51.0,27.1,51.7,1082.5,97.5,34.1,94.1,1.25,Cotton,2.8,961
50.9,30.6,68.8,342.2,36.2,46.7,44.3,3.08,Groundnut,2.24,662
83.4,27.1,75.1,1331.3,179.9,51.1,98.2,1.62,Rice,4.76,518
45.2,16.5,45.5,564.7,34.7,46.5,46.5,1.36,Chickpea,1.94,729
92.0,29.1,84.0,1371.1,113.6,38.0,72.8,3.4,Rice,5.35,459
51.0,33.4,61.0,580.9,32.2,75.2,50.4,3.02,Groundnut,1.82,409
75.5,29.9,75.1,1767.9,174.7,76.5,96.7,4.07,Rice,6.13,193
47.1,33.5,55.1,584.3,95.5,42.1,44.0,5.04,Cotton,3.28,310
84.4,28.6,73.8,1480.0,188.1,78.0,89.7,3.58,Rice,6.13,444
65.8,25.9,85.8,1312.5,169.9,61.9,93.3,2.3,Rice,4.72,187
36.1,30.2,61.3,783.7,43.8,55.1,54.4,3.39,Groundnut,1.96,659
47.3,19.6,66.8,310.0,142.7,45.1,65.5,3.45,Wheat,3.84,652
41.2,27.3,62.3,1191.2,62.7,48.9,64.9,2.44,Cotton,2.27,274
32.8,19.8,33.8,331.9,24.9,61.6,26.3,5.77,Chickpea,1.8,893
46.0,19.8,56.7,370.9,158.1,50.0,26.5,2.9,Wheat,3.47,669
72.6,26.0,87.6,1878.1,89.3,55.6,111.6,3.08,Rice,5.38,262
76.1,29.0,76.5,1553.3,182.6,57.2,96.2,5.43,Rice,6.35,404
52.8,18.3,58.9,771.3,125.1,48.5,41.0,2.4,Wheat,4.76,558
63.2,26.0,75.1,1510.4,177.5,53.3,107.8,2.57,Rice,5.74,349
65.8,27.5,59.0,508.7,162.3,35.1,46.9,0.92,Maize,4.84,758
78.5,13.6,63.1,823.7,147.7,45.4,38.2,3.21,Maize,3.26,368
63.7,27.3,78.2,1646.2,136.1,53.3,79.8,0.5,Rice,6.36,124
47.7,31.1,62.4,680.4,51.2,54.7,44.4,1.92,Soybean,1.94,429
47.4,32.6,52.9,410.1,128.5,40.7,88.4,2.63,Cotton,2.26,813
52.1,18.8,60.0,694.2,91.3,51.4,45.0,3.26,Wheat,4.47,514
55.0,22.5,59.2,539.4,166.0,15.6,57.8,4.86,Wheat,4.42,887
46.0,26.2,38.8,291.2,55.3,43.7,37.0,2.97,Jowar,1.53,280
63.0,27.1,73.3,1212.3,174.1,30.5,58.5,3.21,Maize,4.39,285
64.8,30.8,72.6,2029.1,179.3,62.7,74.9,2.62,Rice,5.06,238
74.3,30.9,83.1,1798.1,178.4,44.7,112.8,3.42,Rice,6.1,306
